student_rno, student_password, student_name, student_gender, student_dob, student_email, student_contact, year_of_enrollment, student_current_year, student_cpi, student_incentive_points, department_id, program_id, allocated_jaf, allocated_time
210000022, 9KcAOvzVJPS6BwaW, Utpal Gomashe, M, 1997-11-15 00:00:00, utpal.gomashe29@iitb.ac.in, 8616539338, 2021, 2, 8.25, 8, 21, 9, NULL, NULL
170000023, tgmpBWx5HEJ9bTWB, Ronit Nandanwar, F, 1993-01-18 00:00:00, ronit.nandanwar88@iitb.ac.in, 9679319149, 2017, 6, 6.66, 12, 3, 12, NULL, NULL
190000024, TL57r3pe6j47Z1vh, Inderveer Zaidi, F, 2001-05-21 00:00:00, inderveer.zaidi11@iitb.ac.in, 8310141553, 2019, 4, 7.75, 8, 18, 3, NULL, NULL
210000025, C4j2YFAKnVRC2tGM, Vipasha Jauhari, F, 1993-08-29 00:00:00, vipasha.jauhari1@iitb.ac.in, 8264431246, 2021, 2, 9.3, 16, 22, 5, NULL, NULL
170000026, KaYzphacH1en8R1G, Swapnil Dwivedi, F, 1994-01-25 00:00:00, swapnil.dwivedi42@iitb.ac.in, 7922902855, 2017, 6, 6.83, 26, 22, 12, NULL, NULL
190000027, yuiUKwXsFPcLjdDb, Jodha Paighan, M, 1999-07-29 00:00:00, jodha.paighan98@iitb.ac.in, 8919847274, 2019, 4, 6.78, 6, 10, 1, NULL, NULL
190000028, dSpyUhIREImtZ1WL, Aeman Bhukya, M, 2001-11-22 00:00:00, aeman.bhukya20@iitb.ac.in, 9143768293, 2019, 4, 7.92, 4, 8, 4, NULL, NULL
210000029, EshouFNNncyLvhZ4, Anoop Deo, F, 1994-09-22 00:00:00, anoop.deo70@iitb.ac.in, 8569288212, 2021, 2, 9.31, 2, 21, 5, NULL, NULL
210000030, BI5x3CAJbPmChbMo, Utkarsh Rastogi, M, 1994-09-02 00:00:00, utkarsh.rastogi30@iitb.ac.in, 7662646924, 2021, 2, 9.54, 28, 3, 5, NULL, NULL
190000031, euhRBHtNTIeLJzoD, Kartik Krishna, M, 1999-06-04 00:00:00, kartik.krishna34@iitb.ac.in, 7794228967, 2019, 4, 7.85, 26, 9, 3, NULL, NULL
190000032, mWoHLiuTA2T1UQNl, Vardhamann Khatri, M, 1999-09-29 00:00:00, vardhamann.khatri69@iitb.ac.in, 8521317962, 2019, 4, 7.55, 30, 13, 1, NULL, NULL
170000033, ei7XxveMICTC52cn, Saran Kewlani, M, 1995-08-09 00:00:00, saran.kewlani1@iitb.ac.in, 9091430094, 2017, 6, 9.12, 30, 5, 12, NULL, NULL
200000034, ot1UbOXCVHRnTrfY, Haider Samdharshni, F, 1997-11-05 00:00:00, haider.samdharshni1@iitb.ac.in, 9931133108, 2020, 3, 9.08, 6, 18, 7, NULL, NULL
210000035, KVHp6Nu8Q28PHKRh, Abuzar Shankdhar, F, 1996-08-15 00:00:00, abuzar.shankdhar45@iitb.ac.in, 9795502935, 2021, 2, 9.62, 10, 5, 5, NULL, NULL
190000036, s63LqoUNxCaUgBbR, Saket Maddipatla, F, 1999-05-16 00:00:00, saket.maddipatla98@iitb.ac.in, 9003637987, 2019, 4, 9.02, 30, 11, 3, NULL, NULL
210000037, Uguj9nSiq6sk58fu, Sidarth Quraishi, F, 1994-05-11 00:00:00, sidarth.quraishi61@iitb.ac.in, 7949505325, 2021, 2, 6.46, 26, 8, 5, NULL, NULL
210000038, TGstBgLPTafsNZCZ, Shekhar Patra, F, 1995-03-30 00:00:00, shekhar.patra89@iitb.ac.in, 7005336760, 2021, 2, 8.44, 26, 2, 8, NULL, NULL
210000039, bjYdYDsRFoP5O33C, Purvi Agrawal, F, 1996-07-24 00:00:00, purvi.agrawal63@iitb.ac.in, 9249143282, 2021, 2, 6.99, 22, 3, 9, NULL, NULL
210000040, YW2Rc3Oxw9YCvbJm, Saudamini Dhaka, F, 1995-03-27 00:00:00, saudamini.dhaka21@iitb.ac.in, 7082211400, 2021, 2, 6.13, 30, 13, 9, NULL, NULL
210000041, 6g0OqUnrjej7bcR4, Love Choudhary, F, 1994-05-19 00:00:00, love.choudhary53@iitb.ac.in, 8283698721, 2021, 2, 8.88, 18, 4, 9, NULL, NULL
210000042, nNiKs4nKAKgIUiAr, Anupriya Chetan, F, 1995-08-25 00:00:00, anupriya.chetan80@iitb.ac.in, 7389943463, 2021, 2, 6.12, 28, 9, 10, NULL, NULL
210000043, 7deNacbCXj1vbWx8, Akshaya Arya, M, 1995-10-25 00:00:00, akshaya.arya35@iitb.ac.in, 9334986688, 2021, 2, 7.07, 6, 20, 6, NULL, NULL
210000044, EAhAUb9btTVAluxC, Shreyans Saxena, M, 1997-10-26 00:00:00, shreyans.saxena4@iitb.ac.in, 8515193141, 2021, 2, 9.3, 18, 20, 11, NULL, NULL
210000045, wyd6BiuXwR6VSGtg, Sadiq Kotturu, M, 1995-01-25 00:00:00, sadiq.kotturu24@iitb.ac.in, 7852515469, 2021, 2, 8.43, 18, 20, 6, NULL, NULL
210000046, t5PJLzmXakfwsAiY, Swarag Rausa, F, 1995-07-19 00:00:00, swarag.rausa7@iitb.ac.in, 9721903332, 2021, 2, 9.65, 2, 7, 9, NULL, NULL
190000047, 763oDR2O3vZp5BtS, Kundan Verma, F, 2000-01-11 00:00:00, kundan.verma85@iitb.ac.in, 8791094572, 2019, 4, 6.61, 6, 2, 1, NULL, NULL
210000048, cp1unEyFeOkVSLoa, Digvijay Dhaka, M, 1993-09-26 00:00:00, digvijay.dhaka68@iitb.ac.in, 7838993733, 2021, 2, 8.59, 20, 17, 11, NULL, NULL
170000049, iQknJHaIWEpoFyNe, Sarthak Kanchhal, M, 1995-02-22 00:00:00, sarthak.kanchhal85@iitb.ac.in, 9839610181, 2017, 6, 9.27, 6, 19, 12, NULL, NULL
180000050, QGvVuEQh3rhUIt2c, Abuzar Dhinoja, F, 1999-09-21 00:00:00, abuzar.dhinoja83@iitb.ac.in, 9335048171, 2018, 5, 8.75, 26, 8, 2, NULL, NULL
170000051, D6PFTCtMB1koc5ov, Prashasti Srivastav, M, 1995-12-06 00:00:00, prashasti.srivastav24@iitb.ac.in, 9043279637, 2017, 6, 8.15, 12, 6, 12, NULL, NULL
200000052, uFRxy61jZVsDomeZ, Snoopi Kamble, M, 1993-04-22 00:00:00, snoopi.kamble80@iitb.ac.in, 8488069305, 2020, 3, 9.66, 10, 20, 7, NULL, NULL
200000053, fXVN5xvBNNAysPIg, Ishita Saxena, M, 1996-06-15 00:00:00, ishita.saxena95@iitb.ac.in, 7428802570, 2020, 3, 6.36, 30, 4, 7, NULL, NULL
210000054, Wk6iF0bq1WBsXaGf, Anchal Barai, F, 1995-12-24 00:00:00, anchal.barai81@iitb.ac.in, 7754176907, 2021, 2, 8.21, 10, 23, 5, NULL, NULL
210000055, Bq8cCcrObDrZaBeh, Armoghan Majeed, F, 1996-12-16 00:00:00, armoghan.majeed80@iitb.ac.in, 8908949899, 2021, 2, 6.72, 20, 9, 8, NULL, NULL
210000056, V4TIzVdc5RAkMYYe, Mani Dadarwal, F, 1993-11-02 00:00:00, mani.dadarwal41@iitb.ac.in, 9661148413, 2021, 2, 7.93, 12, 19, 9, NULL, NULL
210000057, furP8o6HtlOH03xy, Danish Kamble, M, 1993-01-17 00:00:00, danish.kamble86@iitb.ac.in, 7868031241, 2021, 2, 9.32, 14, 16, 11, NULL, NULL
170000058, MhE6NMM0bJcSDcan, Sekhar Sahu, F, 1993-02-13 00:00:00, sekhar.sahu21@iitb.ac.in, 8273001917, 2017, 6, 6.74, 28, 1, 12, NULL, NULL
190000059, VuzElIIC6eGpzoid, Bilal Keshri, M, 2001-05-02 00:00:00, bilal.keshri48@iitb.ac.in, 7751301260, 2019, 4, 9.61, 26, 22, 4, NULL, NULL
210000060, udcmTrTW5BzAU4Md, Manaswini Nadaf, F, 1997-05-12 00:00:00, manaswini.nadaf10@iitb.ac.in, 8129497593, 2021, 2, 6.13, 10, 6, 11, NULL, NULL
190000061, T5jHqKbdaDj0dntg, Prakriti Rastogi, F, 2001-03-16 00:00:00, prakriti.rastogi19@iitb.ac.in, 7075393401, 2019, 4, 8.99, 2, 12, 3, NULL, NULL
210000062, WTBGYMLY3MVLDV1N, Rajveer Sengar, F, 1994-10-29 00:00:00, rajveer.sengar98@iitb.ac.in, 9164497328, 2021, 2, 9.87, 30, 3, 11, NULL, NULL
210000063, rEgHelmVeGDLzepb, Vipul Rakhecha, M, 1994-12-27 00:00:00, vipul.rakhecha4@iitb.ac.in, 9615693247, 2021, 2, 9.61, 14, 6, 10, NULL, NULL
210000064, 3usNImAuTkCBZZWd, Naveen Bhasin, M, 1994-12-01 00:00:00, naveen.bhasin80@iitb.ac.in, 7031485963, 2021, 2, 8.26, 12, 8, 9, NULL, NULL
190000065, 9xCWhRJlIVGXPJVi, Shibashis Kanchapu, M, 2000-02-07 00:00:00, shibashis.kanchapu30@iitb.ac.in, 7234782593, 2019, 4, 6.65, 10, 8, 4, NULL, NULL
190000066, lDCX2Cz3bmHY5j2I, Tushar Chirag, F, 2001-09-28 00:00:00, tushar.chirag8@iitb.ac.in, 8233581029, 2019, 4, 8.43, 2, 3, 4, NULL, NULL
170000067, NQKEakfPeADz467a, Sanjana Gautam, F, 1994-06-17 00:00:00, sanjana.gautam40@iitb.ac.in, 7770329937, 2017, 6, 9.4, 2, 17, 12, NULL, NULL
210000068, QNHeHMROVoZsWks4, Ashal Ghosh, F, 1996-05-02 00:00:00, ashal.ghosh4@iitb.ac.in, 9426021462, 2021, 2, 6.22, 8, 21, 9, NULL, NULL
190000069, 7ErVAgm9DXUdYBA1, Tarun Jauhari, F, 1999-09-13 00:00:00, tarun.jauhari94@iitb.ac.in, 7710575846, 2019, 4, 6.45, 16, 18, 1, NULL, NULL
200000070, ddB3kFegC79a6Two, Vatsalya Jodha, F, 1996-07-21 00:00:00, vatsalya.jodha88@iitb.ac.in, 7628901891, 2020, 3, 9.36, 16, 13, 7, NULL, NULL
210000071, 4PS1vUopxSAMocPq, Kundan Bhattacharya, M, 1993-11-02 00:00:00, kundan.bhattacharya18@iitb.ac.in, 9143439815, 2021, 2, 6.28, 10, 7, 9, NULL, NULL
210000072, KyVRkBcHBdKJXQlp, Pranidhi Kar, M, 1995-11-03 00:00:00, pranidhi.kar34@iitb.ac.in, 9585560464, 2021, 2, 7.44, 16, 1, 8, NULL, NULL
210000073, Xz0KSRAyreUVEIsN, Subhra Sinha, F, 1994-12-09 00:00:00, subhra.sinha85@iitb.ac.in, 7844127765, 2021, 2, 6.35, 24, 8, 5, NULL, NULL
180000074, g5VklFMELzl45LAI, Vilas Desabathula, F, 2000-02-01 00:00:00, vilas.desabathula57@iitb.ac.in, 8937886529, 2018, 5, 7.83, 18, 14, 2, NULL, NULL
210000075, 4OjqUQTJQ5iyXkfK, Pranjal Gond, F, 1993-01-12 00:00:00, pranjal.gond41@iitb.ac.in, 9309539971, 2021, 2, 8.73, 22, 20, 9, NULL, NULL
190000076, bEPCljCWfn8w4MJd, Shahid Fathima, Other, 2001-07-01 00:00:00, shahid.fathima74@iitb.ac.in, 9709999554, 2019, 4, 8.62, 18, 1, 4, NULL, NULL
210000077, a3oWepBZPdi3hhMK, Shyamal Vishwakarma, F, 1997-05-28 00:00:00, shyamal.vishwakarma97@iitb.ac.in, 7613847760, 2021, 2, 6.73, 20, 19, 6, NULL, NULL
180000078, QnUYaoonv1ijiQGU, Dinesh Bugalia, F, 2001-10-08 00:00:00, dinesh.bugalia26@iitb.ac.in, 8679025427, 2018, 5, 9.44, 10, 8, 2, NULL, NULL
190000079, yNyCz0g5bo9b2uEd, Mythili Tayde, F, 2000-04-29 00:00:00, mythili.tayde1@iitb.ac.in, 9603726802, 2019, 4, 6.24, 8, 1, 4, NULL, NULL
180000080, iTPGNzLNPTD7YFxj, Anubha Choudhary, F, 2001-05-22 00:00:00, anubha.choudhary36@iitb.ac.in, 8891833359, 2018, 5, 7.46, 30, 14, 2, NULL, NULL
170000081, 94kBydZhTa6V1H3e, Shailesh Madala, M, 1993-10-20 00:00:00, shailesh.madala71@iitb.ac.in, 7228275454, 2017, 6, 8.94, 10, 24, 12, 18, 5451730
180000082, CGzhwMHyHvPwbywh, Kanika Palisetti, M, 2000-04-20 00:00:00, kanika.palisetti37@iitb.ac.in, 7773357167, 2018, 5, 9.38, 10, 24, 2, NULL, NULL
210000083, nMoML9sPxQEpN3IK, Shrestha Rajak, F, 1993-06-06 00:00:00, shrestha.rajak11@iitb.ac.in, 8462682400, 2021, 2, 6.73, 28, 23, 5, 159, 2052944
210000084, BGTLh0SZC6qfuD7e, Tanpreet Aggrawal, M, 1996-07-17 00:00:00, tanpreet.aggrawal26@iitb.ac.in, 7357385432, 2021, 2, 7.27, 28, 6, 10, NULL, NULL
210000085, pqbMFwGVm8o0185M, Mallika Mangla, F, 1995-03-18 00:00:00, mallika.mangla47@iitb.ac.in, 7038470956, 2021, 2, 7.44, 12, 13, 10, NULL, NULL
210000086, hOdJTNwK6UDpL2MH, Tahreem Prasad, M, 1996-01-29 00:00:00, tahreem.prasad76@iitb.ac.in, 7810693721, 2021, 2, 8.26, 24, 14, 5, NULL, NULL
190000087, 6XKiH6sQTMnLwC6Q, Shreya Sasanka, F, 2000-09-29 00:00:00, shreya.sasanka31@iitb.ac.in, 8556832255, 2019, 4, 9.15, 14, 15, 4, NULL, NULL
210000088, A3qJBdfGnzEsHdGX, Manas Desabathula, F, 1993-09-10 00:00:00, manas.desabathula19@iitb.ac.in, 7487083094, 2021, 2, 7.04, 24, 15, 10, NULL, NULL
190000089, XCZqa7cuPZ0p1ka2, Mritunjay Dinu, M, 1999-11-29 00:00:00, mritunjay.dinu81@iitb.ac.in, 7898722660, 2019, 4, 8.45, 14, 3, 1, NULL, NULL
190000090, jA9XsscpvRJhwbTG, Lav Pareek, F, 1999-08-07 00:00:00, lav.pareek26@iitb.ac.in, 7050989558, 2019, 4, 9.98, 28, 23, 4, NULL, NULL
190000091, KgNH5o8MtUtsSbEi, Pritha Kesarwani, F, 1999-03-16 00:00:00, pritha.kesarwani67@iitb.ac.in, 8018207804, 2019, 4, 9.69, 14, 13, 3, NULL, NULL
170000092, YqXwSk8l8gS3OiXR, Parul Agarwal, F, 1995-09-14 00:00:00, parul.agarwal93@iitb.ac.in, 7658147047, 2017, 6, 9.12, 22, 23, 12, NULL, NULL
210000093, mLfEO6lEDLZr97TP, Ruchika Suresh, M, 1997-01-27 00:00:00, ruchika.suresh88@iitb.ac.in, 7595368041, 2021, 2, 8.75, 26, 14, 11, NULL, NULL
190000094, o527RhVYcVOlfr9L, Nitish Seth, M, 2000-02-11 00:00:00, nitish.seth44@iitb.ac.in, 9783309248, 2019, 4, 8.55, 14, 2, 4, NULL, NULL
190000095, Je5vacnBzXfZFc5w, Sunny Belide, F, 2001-07-13 00:00:00, sunny.belide24@iitb.ac.in, 8191024299, 2019, 4, 7.77, 4, 6, 4, NULL, NULL
210000096, IqGdXJUcfrvKkpn0, Archana Prajapati, M, 1994-11-15 00:00:00, archana.prajapati81@iitb.ac.in, 9037736160, 2021, 2, 6.97, 10, 22, 9, NULL, NULL
210000097, 9q8eFIwMkyKbM1Cu, Snehil Agrawal, F, 1997-07-31 00:00:00, snehil.agrawal72@iitb.ac.in, 7445936392, 2021, 2, 7.32, 6, 12, 5, NULL, NULL
210000098, HhQVUKkxodPzGPY5, Mohandas Dadarwal, M, 1996-09-02 00:00:00, mohandas.dadarwal28@iitb.ac.in, 8973968945, 2021, 2, 8.75, 14, 17, 9, NULL, NULL
190000099, ErtngU8PpiJ2INc2, Ashish Shaji, F, 2001-12-30 00:00:00, ashish.shaji48@iitb.ac.in, 9696598926, 2019, 4, 9.45, 20, 5, 3, NULL, NULL
210000100, kDVUqDv0P8gQON3m, Sagar Rasheed, M, 1995-06-09 00:00:00, sagar.rasheed51@iitb.ac.in, 7206971848, 2021, 2, 6.13, 14, 20, 11, 516, 8452864
180000101, eRe12q2qGgdMRdWh, Jyoti Sitaram, F, 2000-10-27 00:00:00, jyoti.sitaram10@iitb.ac.in, 9154912453, 2018, 5, 6.97, 10, 18, 2, 8, NULL
190000102, Yrr0O5jq7gcEtX04, Aamra Raman, F, 1999-02-20 00:00:00, aamra.raman84@iitb.ac.in, 7805291820, 2019, 4, 8.96, 14, 14, 1, NULL, NULL
170000103, z13aMPEBytAtCLDW, Arnav Machra, F, 1997-07-30 00:00:00, arnav.machra25@iitb.ac.in, 8132993930, 2017, 6, 9.32, 20, 18, 12, NULL, NULL
210000104, GypOKj8d7sgxxKig, Mayank Omkar, F, 1994-09-19 00:00:00, mayank.omkar10@iitb.ac.in, 9260099070, 2021, 2, 8.43, 2, 23, 11, NULL, NULL
190000105, FCFZ1vOGQ2m62Rof, Rajamani Jay, F, 1999-02-01 00:00:00, rajamani.jay7@iitb.ac.in, 7455850824, 2019, 4, 7.09, 4, 18, 4, NULL, NULL
190000106, byeAOSDVwoGRPGC7, Priyam Barnwal, F, 1999-04-30 00:00:00, priyam.barnwal5@iitb.ac.in, 8182745872, 2019, 4, 6.31, 10, 4, 1, NULL, NULL
210000107, POdMXqqgvO0ThpDo, Vikash Meharda, F, 1997-05-24 00:00:00, vikash.meharda27@iitb.ac.in, 8701085839, 2021, 2, 8.15, 24, 21, 10, NULL, NULL
210000108, jMjgFRH1aSLu24P0, Arish Mourya, M, 1996-06-11 00:00:00, arish.mourya49@iitb.ac.in, 8878190567, 2021, 2, 9.65, 24, 7, 5, NULL, NULL
210000109, lPg8XNHbnrymTchc, Santosh Baranwal, F, 1995-07-21 00:00:00, santosh.baranwal38@iitb.ac.in, 7804757391, 2021, 2, 7.47, 10, 5, 9, NULL, NULL
210000110, Yxu35tYRPzeSQsJD, Shubham Sarath, F, 1997-09-20 00:00:00, shubham.sarath48@iitb.ac.in, 8666805491, 2021, 2, 6.12, 8, 4, 11, NULL, NULL
210000111, rYPY8y9S3Zv7CteK, Nitish Gurnani, Other, 1995-05-09 00:00:00, nitish.gurnani19@iitb.ac.in, 7836356536, 2021, 2, 9.52, 22, 20, 10, NULL, NULL
210000112, FAJofDosS4NOiIAt, Shahansha Palata, F, 1996-07-31 00:00:00, shahansha.palata94@iitb.ac.in, 8773934966, 2021, 2, 8.24, 20, 16, 9, NULL, NULL
170000113, p3fp7CQLuIGx3i1p, Ajay Dev, M, 1994-07-25 00:00:00, ajay.dev93@iitb.ac.in, 8740039313, 2017, 6, 6.76, 28, 11, 12, NULL, NULL
210000114, knzrF25xCunIQ1ab, Shreyash Manna, M, 1995-12-25 00:00:00, shreyash.manna93@iitb.ac.in, 8254189055, 2021, 2, 8.46, 8, 8, 5, NULL, NULL
210000115, ouE6WGJrZ1EXx0Rm, Pooja Manna, F, 1995-12-18 00:00:00, pooja.manna60@iitb.ac.in, 9583307665, 2021, 2, 6.2, 26, 14, 8, NULL, NULL
210000116, QhPXKc3wF6Sj62CM, Shyamali Sareen, Other, 1995-03-10 00:00:00, shyamali.sareen31@iitb.ac.in, 8070441028, 2021, 2, 6.34, 8, 5, 6, NULL, NULL
210000117, AlLKeWOKvYeiCzFv, Dolly Chechani, M, 1995-08-01 00:00:00, dolly.chechani52@iitb.ac.in, 9991648056, 2021, 2, 9.29, 28, 3, 10, 323, 8394990
200000118, 96trBasOzCSai3fg, Sadiya Pawar, M, 1994-01-05 00:00:00, sadiya.pawar86@iitb.ac.in, 8506897475, 2020, 3, 9.66, 22, 24, 7, NULL, NULL
180000119, hm20vXGF6wVwX4jU, Sameeksha Mohandas, F, 2000-08-20 00:00:00, sameeksha.mohandas92@iitb.ac.in, 9286633654, 2018, 5, 6.88, 22, 4, 2, NULL, NULL
210000120, KjDk9ibK1J0ut3Vn, Leena Bhushan, F, 1997-10-11 00:00:00, leena.bhushan22@iitb.ac.in, 7725118978, 2021, 2, 9.28, 2, 2, 9, NULL, NULL
210000121, P0xUVu22foEmqV6G, Akhand Chellani, F, 1994-07-07 00:00:00, akhand.chellani91@iitb.ac.in, 8913984172, 2021, 2, 6.78, 2, 2, 9, NULL, NULL
200000122, OxF2hrpDw39KQPPF, Soumitra Dadarwal, M, 1996-04-21 00:00:00, soumitra.dadarwal70@iitb.ac.in, 8926241981, 2020, 3, 7.18, 10, 12, 7, NULL, NULL
180000123, KCcaDF2znC9owPRG, Ramandeep Kotturu, M, 2000-08-14 00:00:00, ramandeep.kotturu94@iitb.ac.in, 7211669068, 2018, 5, 6.98, 10, 5, 2, NULL, NULL
180000124, kpQQ5GXm6BxiZZcB, Geethu Hasnain, F, 2001-03-21 00:00:00, geethu.hasnain78@iitb.ac.in, 7061812125, 2018, 5, 8.97, 22, 5, 2, NULL, NULL
210000125, 0q21IvTxmUXGbVqg, Navin Chaudhari, F, 1996-06-06 00:00:00, navin.chaudhari5@iitb.ac.in, 9367708101, 2021, 2, 9.63, 26, 22, 6, NULL, NULL
210000126, poVWkV1sVZ6agbbn, Hitesh Theratipally, Other, 1997-12-13 00:00:00, hitesh.theratipally84@iitb.ac.in, 8335055234, 2021, 2, 7.47, 14, 24, 5, NULL, NULL
190000127, ukfuxAkpGxN60C30, Sai Nasreen, M, 1999-02-17 00:00:00, sai.nasreen14@iitb.ac.in, 8726402137, 2019, 4, 8.05, 8, 22, 4, 510, 6749628
170000128, djk3p1EfYrjltuxL, Ratnesh Panghal, F, 1993-07-17 00:00:00, ratnesh.panghal70@iitb.ac.in, 7018379544, 2017, 6, 9.34, 30, 17, 12, NULL, NULL
190000129, Im4pz7xYn5yEXXir, Vipin Singam, F, 1999-07-24 00:00:00, vipin.singam34@iitb.ac.in, 8436394229, 2019, 4, 7.65, 8, 20, 1, NULL, NULL
190000130, 51mPgN5eW3fVy7Lf, Samarth Chetan, F, 2000-03-18 00:00:00, samarth.chetan13@iitb.ac.in, 8771093182, 2019, 4, 6.09, 10, 23, 4, NULL, NULL
210000131, 49yDoHahZGqkjyvS, Ravi Pal, F, 1997-03-20 00:00:00, ravi.pal86@iitb.ac.in, 7473762534, 2021, 2, 6.44, 16, 18, 10, NULL, NULL
170000132, vVNeG6gptvUH7S4b, Dalia Tiwari, M, 1996-03-05 00:00:00, dalia.tiwari43@iitb.ac.in, 8874521856, 2017, 6, 8.72, 6, 17, 12, NULL, NULL
190000133, pMwG372M7hHQ3WRi, Anoop Shekhar, M, 2000-09-06 00:00:00, anoop.shekhar28@iitb.ac.in, 7541741359, 2019, 4, 8.69, 4, 6, 4, NULL, NULL
210000134, 26nGnDDUwrAW5RN8, Manu Chaurasia, F, 1993-05-01 00:00:00, manu.chaurasia26@iitb.ac.in, 9031858453, 2021, 2, 8.12, 6, 5, 10, 364, 8607880
210000135, bqnPeYEWqAcKgkPg, Reghu Giri, M, 1997-03-23 00:00:00, reghu.giri45@iitb.ac.in, 7922791473, 2021, 2, 6.08, 20, 19, 9, NULL, NULL
200000136, qJk3fxjqdOJYICks, Raj Chaturvedi, M, 1995-08-18 00:00:00, raj.chaturvedi84@iitb.ac.in, 7350077991, 2020, 3, 6.02, 20, 8, 7, NULL, NULL
190000137, gAd8RYh73ps1iK4Z, Bhavya Kanchapu, F, 2000-01-10 00:00:00, bhavya.kanchapu94@iitb.ac.in, 8114151663, 2019, 4, 6.06, 16, 5, 1, NULL, NULL
210000138, GtCABWDhGRQu3d8B, Kaushiki Malekar, M, 1996-03-23 00:00:00, kaushiki.malekar90@iitb.ac.in, 9519251478, 2021, 2, 7.75, 30, 16, 5, NULL, NULL
